player_full_name,player_team,opposition_team,margin,round,fantasy_points,fantasy_lag_1,fantasy_lag_2,fantasy_lag_3,fantasy_lag_4,fantasy_lag_5,fantasy_lag_6,fantasy_lag_7,fantasy_lag_8,fantasy_lag_9,fantasy_lag_10,home_game,last_3_avg,last_5_avg,last_7_avg,season_avg,dvp,percentage_over_avg
Callum Wilkie,St Kilda,North Melbourne,8,Round 19,88,97,90,79,73,81,96,75,88,59,101,1,88.66666666666667,84,84.42857142857143,84.52941176470588,6.8,62.16
Callum Wilkie,St Kilda,Hawthorn,29,Round 20,99,88,97,90,79,73,81,96,75,88,59,0,91.66666666666667,85.4,86.28571428571429,84.72222222222223,2.89,53.33
Cam Rayner,Brisbane Lions,Adelaide Crows,-17,Round 11,70,70,74,42,58,65,70,99,65,55,63,0,62,61.8,68.28571428571429,66.1,-3.88,32.35
Cam Rayner,Brisbane Lions,Hawthorn,-25,Round 13,67,70,70,74,42,58,65,70,99,65,55,0,71.33333333333333,62.8,64.14285714285714,66.45454545454545,0.34,50
Cam Rayner,Brisbane Lions,Sydney Swans,16,Round 14,63,67,70,70,74,42,58,65,70,99,65,1,69,64.6,63.714285714285715,66.5,0.81,51.61
Cam Rayner,Brisbane Lions,St Kilda,28,Round 15,65,63,67,70,70,74,42,58,65,70,99,0,66.66666666666667,68.8,63.42857142857143,66.23076923076923,-1.11,48.72
Cam Rayner,Brisbane Lions,Richmond,81,Round 16,49,65,63,67,70,70,74,42,58,65,70,1,65,67,64.42857142857143,66.14285714285714,-0.34,50
Cam Rayner,Brisbane Lions,West Coast Eagles,81,Round 17,74,49,65,63,67,70,70,74,42,58,65,1,59,62.8,65.42857142857143,65,9.31,53.12
Cam Rayner,Brisbane Lions,Melbourne,-1,Round 18,26,74,49,65,63,67,70,70,74,42,58,0,62.666666666666664,63.6,65.42857142857143,65.5625,-4.6,37.84
Cam Rayner,Brisbane Lions,Geelong Cats,11,Round 19,53,26,74,49,65,63,67,70,70,74,42,1,49.666666666666664,55.4,59.142857142857146,63.23529411764706,-4.93,43.24
Cam Rayner,Brisbane Lions,Gold Coast Suns,-41,Round 20,59,53,26,74,49,65,63,67,70,70,74,0,51,53.4,56.714285714285715,62.666666666666664,1.77,52.94
Cameron Zurhaar,North Melbourne,Essendon,-6,Round 12,72,59,72,83,72,67,25,82,91,76,56,0,71.33333333333333,70.6,65.71428571428571,68.3,-0.26,50
Cameron Zurhaar,North Melbourne,GWS Giants,-28,Round 13,26,72,59,72,83,72,67,25,82,91,76,1,67.66666666666667,71.6,64.28571428571429,68.63636363636364,0.65,53.12
Cameron Zurhaar,North Melbourne,Western Bulldogs,-21,Round 14,67,26,72,59,72,83,72,67,25,82,91,1,52.333333333333336,62.4,64.42857142857143,65.08333333333333,-1.89,44.12
Cameron Zurhaar,North Melbourne,Adelaide Crows,-66,Round 16,47,67,26,72,59,72,83,72,67,25,82,0,55,59.2,64.42857142857143,65.23076923076923,-9.97,36
Cameron Zurhaar,North Melbourne,Geelong Cats,-62,Round 17,87,47,67,26,72,59,72,83,72,67,25,0,46.666666666666664,54.2,60.857142857142854,63.92857142857143,0.22,52.94
Campbell Chesser,West Coast Eagles,North Melbourne,5,Round 20,31,56,37,66,61,23,50,37,51,27,32,1,53,48.6,47.142857142857146,44,4.07,57.14
Chad Warner,Sydney Swans,Carlton,26,Round 11,105,115,104,99,113,53,101,109,56,61,117,1,106,96.8,99.14285714285714,92.8,2.91,56.25
Chad Warner,Sydney Swans,St Kilda,-14,Round 13,97,105,115,104,99,113,53,101,109,56,61,1,108,107.2,98.57142857142857,93.9090909090909,2.24,44.44
Chad Warner,Sydney Swans,Brisbane Lions,-16,Round 14,72,97,105,115,104,99,113,53,101,109,56,0,105.66666666666667,104,98,94.16666666666667,0.21,54.55
Chad Warner,Sydney Swans,West Coast Eagles,171,Round 15,128,72,97,105,115,104,99,113,53,101,109,1,91.33333333333333,98.6,100.71428571428571,92.46153846153847,6.47,51.43
Chad Warner,Sydney Swans,Fremantle,29,Round 19,70,128,72,97,105,115,104,99,113,53,101,0,99,103.4,102.85714285714286,95,7.08,60.53
Chad Warner,Sydney Swans,Essendon,2,Round 20,92,70,128,72,97,105,115,104,99,113,53,0,90,94.4,98.71428571428571,93.33333333333333,5.08,54.29
Charlie Ballard,Gold Coast Suns,Western Bulldogs,7,Round 11,56,75,77,78,115,72,62,64,57,18,56,1,76.66666666666667,83.4,77.57142857142857,67.4,6.33,61.9
Charlie Ballard,Gold Coast Suns,Adelaide Crows,25,Round 12,47,56,75,77,78,115,72,62,64,57,18,1,69.33333333333333,80.2,76.42857142857143,66.36363636363636,-1.38,45
Charlie Ballard,Gold Coast Suns,Carlton,-59,Round 14,63,47,56,75,77,78,115,72,62,64,57,0,59.333333333333336,66.6,74.28571428571429,64.75,-2.99,31.58
Charlie Ballard,Gold Coast Suns,Hawthorn,67,Round 15,55,63,47,56,75,77,78,115,72,62,64,1,55.333333333333336,63.6,73,64.61538461538461,-2.09,33.33
Charlie Ballard,Gold Coast Suns,Collingwood,-78,Round 16,79,55,63,47,56,75,77,78,115,72,62,1,55,59.2,64.42857142857143,63.92857142857143,6.89,62.5
Charlie Ballard,Gold Coast Suns,Port Adelaide,-33,Round 17,51,79,55,63,47,56,75,77,78,115,72,0,65.66666666666667,60,64.57142857142857,64.93333333333334,0.62,38.46
Charlie Ballard,Gold Coast Suns,St Kilda,26,Round 18,31,51,79,55,63,47,56,75,77,78,115,1,61.666666666666664,59,60.857142857142854,64.0625,16,75
Charlie Ballard,Gold Coast Suns,GWS Giants,-40,Round 19,57,31,51,79,55,63,47,56,75,77,78,0,53.666666666666664,55.8,54.57142857142857,62.11764705882353,-8.22,44.44
Charlie Ballard,Gold Coast Suns,Brisbane Lions,41,Round 20,56,57,31,51,79,55,63,47,56,75,77,1,46.333333333333336,54.6,54.714285714285715,61.833333333333336,-11.8,30
Charlie Cameron,Brisbane Lions,Adelaide Crows,-17,Round 11,66,52,36,85,57,108,86,107,57,65,32,0,57.666666666666664,67.6,75.85714285714286,68.5,-6.57,32.26
Charlie Cameron,Brisbane Lions,Hawthorn,-25,Round 13,68,66,52,36,85,57,108,86,107,57,65,0,51.333333333333336,59.2,70,68.27272727272727,12.63,75.86
Charlie Cameron,Brisbane Lions,Sydney Swans,16,Round 14,37,68,66,52,36,85,57,108,86,107,57,1,62,61.4,67.42857142857143,68.25,0.92,43.33
Charlie Cameron,Brisbane Lions,St Kilda,28,Round 15,32,37,68,66,52,36,85,57,108,86,107,0,57,51.8,57.285714285714285,65.84615384615384,-2.09,51.85
Charlie Cameron,Brisbane Lions,Richmond,81,Round 16,62,32,37,68,66,52,36,85,57,108,86,1,45.666666666666664,51,53.714285714285715,63.42857142857143,-0.34,50
Charlie Cameron,Brisbane Lions,West Coast Eagles,81,Round 17,28,62,32,37,68,66,52,36,85,57,108,1,43.666666666666664,53,50.42857142857143,63.333333333333336,9.31,53.12
Charlie Cameron,Brisbane Lions,Melbourne,-1,Round 18,60,28,62,32,37,68,66,52,36,85,57,0,40.666666666666664,45.4,49.285714285714285,61.125,-3.83,46.15
Charlie Cameron,Brisbane Lions,Geelong Cats,11,Round 19,55,60,28,62,32,37,68,66,52,36,85,1,50,43.8,50.42857142857143,61.05882352941177,-0.79,50
Charlie Cameron,Brisbane Lions,Gold Coast Suns,-41,Round 20,83,55,60,28,62,32,37,68,66,52,36,0,47.666666666666664,47.4,48.857142857142854,60.72222222222222,-10.13,35.48
Charlie Curnow,Carlton,Sydney Swans,-26,Round 11,110,101,69,63,151,97,63,114,78,94,50,0,77.66666666666667,96.2,94,88,0.28,36.36
Charlie Curnow,Carlton,Melbourne,-17,Round 12,59,110,101,69,63,151,97,63,114,78,94,0,93.33333333333333,98.8,93.42857142857143,90,-6.31,43.33
Charlie Curnow,Carlton,Essendon,-34,Round 13,79,59,110,101,69,63,151,97,63,114,78,1,90,80.4,92.85714285714286,87.41666666666667,-1.09,40.62
Charlie Curnow,Carlton,Gold Coast Suns,59,Round 14,79,79,59,110,101,69,63,151,97,63,114,1,82.66666666666667,83.6,90.28571428571429,86.76923076923077,-9.73,37.5
Charlie Curnow,Carlton,Hawthorn,60,Round 16,92,79,79,59,110,101,69,63,151,97,63,0,72.33333333333333,85.6,80,86.21428571428571,12.79,75
Charlie Curnow,Carlton,Fremantle,53,Round 17,79,92,79,79,59,110,101,69,63,151,97,0,83.33333333333333,83.8,84.14285714285714,86.6,-1.85,38.46
Charlie Curnow,Carlton,Port Adelaide,50,Round 18,98,79,92,79,79,59,110,101,69,63,151,1,83.33333333333333,77.6,85.57142857142857,86.125,-1.99,48.28
Charlie Curnow,Carlton,West Coast Eagles,71,Round 19,146,98,79,92,79,79,59,110,101,69,63,1,89.66666666666667,85.4,85.14285714285714,86.82352941176471,9.46,60
Charlie Curnow,Carlton,Collingwood,17,Round 20,100,146,98,79,92,79,79,59,110,101,69,0,107.66666666666667,98.8,90.28571428571429,90.11111111111111,0.82,52.17
Charlie Dixon,Port Adelaide,Gold Coast Suns,33,Round 17,77,78,39,79,79,46,82,64,79,85,86,1,65.33333333333333,64.2,66.71428571428571,71.7,-6.92,32.26
Charlie Dixon,Port Adelaide,Collingwood,-2,Round 19,61,77,78,39,79,79,46,82,64,79,85,1,64.66666666666667,70.4,68.57142857142857,72.18181818181819,6.15,60
Charlie Dixon,Port Adelaide,Adelaide Crows,-47,Round 20,85,61,77,78,39,79,79,46,82,64,79,0,72,66.8,65.57142857142857,71.25,-8.5,34.48
Charlie Spargo,Melbourne,Brisbane Lions,1,Round 18,46,52,34,46,55,50,54,67,47,52,75,1,44,47.4,51.142857142857146,53.2,-5.53,38.89
Chayce Jones,Adelaide Crows,Collingwood,-2,Round 15,63,79,58,62,77,83,55,90,37,108,85,0,66.33333333333333,71.8,72,73.4,-2.66,38.24
Chayce Jones,Adelaide Crows,North Melbourne,66,Round 16,87,63,79,58,62,77,83,55,90,37,108,1,66.66666666666667,67.8,68.14285714285714,72.45454545454545,11.31,68.75
Chayce Jones,Adelaide Crows,Essendon,-18,Round 17,78,87,63,79,58,62,77,83,55,90,37,0,76.33333333333333,69.8,72.71428571428571,73.66666666666667,5.8,65.38
Chayce Jones,Adelaide Crows,GWS Giants,-14,Round 18,87,78,87,63,79,58,62,77,83,55,90,1,76,73,72,74,-4.83,37.04
Chayce Jones,Adelaide Crows,Melbourne,-4,Round 19,60,87,78,87,63,79,58,62,77,83,55,0,84,78.8,73.42857142857143,74.92857142857143,1.48,56.52
Chayce Jones,Adelaide Crows,Port Adelaide,47,Round 20,31,60,87,78,87,63,79,58,62,77,83,1,75,75,73.14285714285714,73.93333333333334,-1.88,50
Christian Petracca,Melbourne,Fremantle,-7,Round 11,116,85,103,80,142,106,104,124,99,90,109,1,89.33333333333333,103.2,106.28571428571429,104.2,4.09,54.29
Christian Petracca,Melbourne,Carlton,17,Round 12,118,116,85,103,80,142,106,104,124,99,90,1,101.33333333333333,105.2,105.14285714285714,105.27272727272727,3.03,59.38
Christian Petracca,Melbourne,Collingwood,4,Round 13,103,118,116,85,103,80,142,106,104,124,99,1,106.33333333333333,100.4,107.14285714285714,106.33333333333333,-1,37.14
Christian Petracca,Melbourne,Geelong Cats,-15,Round 15,125,103,118,116,85,103,80,142,106,104,124,0,112.33333333333333,105,106.71428571428571,106.07692307692308,-7.25,37.5
Christian Petracca,Melbourne,GWS Giants,-2,Round 16,117,125,103,118,116,85,103,80,142,106,104,1,115.33333333333333,109.4,104.28571428571429,107.42857142857143,-0.32,48.65
Christian Petracca,Melbourne,St Kilda,21,Round 17,104,117,125,103,118,116,85,103,80,142,106,0,115,115.8,109.57142857142857,108.06666666666666,3.21,51.35
Christian Petracca,Melbourne,Brisbane Lions,1,Round 18,115,104,117,125,103,118,116,85,103,80,142,1,115.33333333333333,113.4,109.71428571428571,107.8125,-2.6,52.78
Christian Petracca,Melbourne,Adelaide Crows,4,Round 19,102,115,104,117,125,103,118,116,85,103,80,1,112,112.8,114,108.23529411764706,-0.87,45.24
Christian Petracca,Melbourne,Richmond,32,Round 20,118,102,115,104,117,125,103,118,116,85,103,0,107,112.6,112,107.88888888888889,0.2,41.18
Cody Weightman,Western Bulldogs,Fremantle,29,Round 16,60,108,69,64,61,76,52,31,14,46,82,1,80.33333333333333,75.6,65.85714285714286,60.3,-2.81,44
Cody Weightman,Western Bulldogs,Collingwood,-12,Round 17,99,60,108,69,64,61,76,52,31,14,46,1,79,72.4,70,60.27272727272727,-1.85,40
Cody Weightman,Western Bulldogs,Sydney Swans,-2,Round 18,38,99,60,108,69,64,61,76,52,31,14,0,89,80,76.71428571428571,63.5,3.81,57.14
Cody Weightman,Western Bulldogs,Essendon,41,Round 19,64,38,99,60,108,69,64,61,76,52,31,0,65.66666666666667,74.8,71.28571428571429,61.53846153846154,-4.59,48.39
Cody Weightman,Western Bulldogs,GWS Giants,-5,Round 20,48,64,38,99,60,108,69,64,61,76,52,1,67,73.8,71.71428571428571,61.714285714285715,-0.65,48.65
Connor Idun,GWS Giants,Geelong Cats,7,Round 11,78,55,61,96,62,69,103,72,47,61,63,0,70.66666666666667,68.6,74,68.9,-8.24,34.38
Connor Idun,GWS Giants,Richmond,-6,Round 12,55,78,55,61,96,62,69,103,72,47,61,1,64.66666666666667,70.4,74.85714285714286,69.72727272727273,8.7,57.58
Connor Idun,GWS Giants,North Melbourne,28,Round 13,40,55,78,55,61,96,62,69,103,72,47,0,62.666666666666664,69,68,68.5,9.77,70.27
Connor Idun,GWS Giants,Fremantle,70,Round 14,81,40,55,78,55,61,96,62,69,103,72,1,57.666666666666664,57.8,63.857142857142854,66.3076923076923,-5.76,34.29
Connor Idun,GWS Giants,Melbourne,2,Round 16,54,81,40,55,78,55,61,96,62,69,103,0,58.666666666666664,61.8,66.57142857142857,67.35714285714286,1.81,50
Connor Idun,GWS Giants,Hawthorn,13,Round 17,82,54,81,40,55,78,55,61,96,62,69,1,58.333333333333336,61.6,60.57142857142857,66.46666666666667,0.38,48.94
Connor Idun,GWS Giants,Adelaide Crows,14,Round 18,69,82,54,81,40,55,78,55,61,96,62,0,72.33333333333333,62.4,63.57142857142857,67.4375,-6.7,28.57
Connor Idun,GWS Giants,Gold Coast Suns,40,Round 19,94,69,82,54,81,40,55,78,55,61,96,1,68.33333333333333,65.2,65.57142857142857,67.52941176470588,-3.18,42.86
Connor Idun,GWS Giants,Western Bulldogs,5,Round 20,63,94,69,82,54,81,40,55,78,55,61,0,81.66666666666667,76,67.85714285714286,69,6.45,47.37
Connor Macdonald,Hawthorn,Carlton,-60,Round 16,81,39,91,60,50,79,67,45,75,63,89,1,63.333333333333336,63.8,61.57142857142857,65.8,-0.67,41.38
Connor Macdonald,Hawthorn,GWS Giants,-13,Round 17,86,81,39,91,60,50,79,67,45,75,63,0,70.33333333333333,64.2,66.71428571428571,67.18181818181819,0.45,53.57
Connor Macdonald,Hawthorn,North Melbourne,48,Round 18,88,86,81,39,91,60,50,79,67,45,75,0,68.66666666666667,71.4,69.42857142857143,68.75,12.58,75
Connor Macdonald,Hawthorn,Richmond,-1,Round 19,41,88,86,81,39,91,60,50,79,67,45,0,85,77,70.71428571428571,70.23076923076923,2.31,60
Connor Macdonald,Hawthorn,St Kilda,-29,Round 20,73,41,88,86,81,39,91,60,50,79,67,1,71.66666666666667,67,69.42857142857143,68.14285714285714,0.76,52.63
Connor Rozee,Port Adelaide,Richmond,10,Round 11,102,121,79,96,84,133,108,69,113,81,95,0,98.66666666666667,102.6,98.57142857142857,97.9,4.72,48.65
Connor Rozee,Port Adelaide,Hawthorn,55,Round 12,121,102,121,79,96,84,133,108,69,113,81,1,100.66666666666667,96.4,103.28571428571429,98.27272727272727,2.9,48.57
Connor Rozee,Port Adelaide,Western Bulldogs,22,Round 13,106,121,102,121,79,96,84,133,108,69,113,0,114.66666666666667,103.8,105.14285714285714,100.16666666666667,1.41,61.54
Connor Rozee,Port Adelaide,Geelong Cats,38,Round 14,106,106,121,102,121,79,96,84,133,108,69,1,109.66666666666667,105.8,101.28571428571429,100.61538461538461,-4.31,46.88
Connor Rozee,Port Adelaide,Essendon,4,Round 16,145,106,106,121,102,121,79,96,84,133,108,0,111,111.2,104.42857142857143,101,4.32,50
Connor Rozee,Port Adelaide,Gold Coast Suns,33,Round 17,103,145,106,106,121,102,121,79,96,84,133,1,119,116,111.42857142857143,103.93333333333334,-1.21,51.61
Connor Rozee,Port Adelaide,Carlton,-50,Round 18,111,103,145,106,106,121,102,121,79,96,84,0,118,116.2,114.85714285714286,103.875,-0.9,52.94
Connor Rozee,Port Adelaide,Collingwood,-2,Round 19,108,111,103,145,106,106,121,102,121,79,96,1,119.66666666666667,114.2,113.42857142857143,104.29411764705883,-2.28,36.84
Connor Rozee,Port Adelaide,Adelaide Crows,-47,Round 20,106,108,111,103,145,106,106,121,102,121,79,0,107.33333333333333,114.6,114.28571428571429,104.5,-4.65,41.46
Conor McKenna,Brisbane Lions,Adelaide Crows,-17,Round 11,64,60,60,55,88,57,60,81,59,65,62,0,58.333333333333336,64,65.85714285714286,64.7,-5.62,23.33
Conor McKenna,Brisbane Lions,Hawthorn,-25,Round 13,49,64,60,60,55,88,57,60,81,59,65,0,61.333333333333336,65.4,63.42857142857143,64.63636363636364,-1.57,36.36
Conor McKenna,Brisbane Lions,Sydney Swans,16,Round 14,59,49,64,60,60,55,88,57,60,81,59,1,57.666666666666664,57.6,61.857142857142854,63.333333333333336,-4.56,29.03
Conor McKenna,Brisbane Lions,St Kilda,28,Round 15,73,59,49,64,60,60,55,88,57,60,81,0,57.333333333333336,58.4,62.142857142857146,63,7.7,63.89
Conor McKenna,Brisbane Lions,Richmond,81,Round 16,88,73,59,49,64,60,60,55,88,57,60,1,60.333333333333336,61,60,63.714285714285715,4.02,50
Conor McKenna,Brisbane Lions,West Coast Eagles,81,Round 17,63,88,73,59,49,64,60,60,55,88,57,1,73.33333333333333,66.6,64.71428571428571,65.33333333333333,-7.22,33.33
Conor McKenna,Brisbane Lions,Melbourne,-1,Round 18,66,63,88,73,59,49,64,60,60,55,88,0,74.66666666666667,66.4,65.14285714285714,65.1875,0.82,40
Conor McKenna,Brisbane Lions,Geelong Cats,11,Round 19,87,66,63,88,73,59,49,64,60,60,55,1,72.33333333333333,69.8,66,65.23529411764706,-4.5,34.38
Conor McKenna,Brisbane Lions,Gold Coast Suns,-41,Round 20,56,87,66,63,88,73,59,49,64,60,60,0,72,75.4,69.28571428571429,66.44444444444444,-4.52,40
Conor Nash,Hawthorn,Port Adelaide,-55,Round 12,69,98,130,81,97,65,95,104,38,92,62,0,103,94.2,95.71428571428571,86.2,-8.57,38.46
Conor Nash,Hawthorn,Brisbane Lions,25,Round 13,102,69,98,130,81,97,65,95,104,38,92,1,99,95,90.71428571428571,84.63636363636364,0.71,55.88
Conor Nash,Hawthorn,Gold Coast Suns,-67,Round 15,80,102,69,98,130,81,97,65,95,104,38,0,89.66666666666667,96,91.71428571428571,86.08333333333333,-1.78,46.43
Conor Nash,Hawthorn,Carlton,-60,Round 16,52,80,102,69,98,130,81,97,65,95,104,1,83.66666666666667,95.8,93.85714285714286,85.61538461538461,1.53,57.14
Conor Nash,Hawthorn,GWS Giants,-13,Round 17,90,52,80,102,69,98,130,81,97,65,95,0,78,80.2,87.42857142857143,83.21428571428571,2.64,56.76
Conor Nash,Hawthorn,North Melbourne,48,Round 18,100,90,52,80,102,69,98,130,81,97,65,0,74,78.6,88.71428571428571,83.66666666666667,1.62,56.25
Conor Nash,Hawthorn,Richmond,-1,Round 19,64,100,90,52,80,102,69,98,130,81,97,0,80.66666666666667,84.8,84.42857142857143,84.6875,1.42,41.94
Conor Nash,Hawthorn,St Kilda,-29,Round 20,53,64,100,90,52,80,102,69,98,130,81,1,84.66666666666667,77.2,79.57142857142857,83.47058823529412,4.4,61.11
Curtis Taylor,North Melbourne,St Kilda,-8,Round 19,44,81,48,56,72,77,58,83,58,48,77,0,61.666666666666664,66.8,67.85714285714286,65.8,-0.35,51.22
Curtis Taylor,North Melbourne,West Coast Eagles,-5,Round 20,57,44,81,48,56,72,77,58,83,58,48,0,57.666666666666664,60.2,62.285714285714285,63.81818181818182,6.76,60
Dan Butler,St Kilda,Hawthorn,-10,Round 11,70,73,56,39,44,85,40,76,75,54,26,1,56,59.4,59,56.8,0.5,44.44
Dan Butler,St Kilda,Sydney Swans,14,Round 13,75,70,73,56,39,44,85,40,76,75,54,0,66.33333333333333,56.4,58.142857142857146,58,-0.43,43.75
Dan Butler,St Kilda,Richmond,-20,Round 14,67,75,70,73,56,39,44,85,40,76,75,0,72.66666666666667,62.6,63.142857142857146,59.416666666666664,2.13,60.71
Dan Butler,St Kilda,Brisbane Lions,-28,Round 15,60,67,75,70,73,56,39,44,85,40,76,1,70.66666666666667,68.2,60.57142857142857,60,1.12,53.12
Dan Butler,St Kilda,West Coast Eagles,8,Round 16,57,60,67,75,70,73,56,39,44,85,40,0,67.33333333333333,69,62.857142857142854,60,7.27,60.71
Dan Butler,St Kilda,Melbourne,-21,Round 17,50,57,60,67,75,70,73,56,39,44,85,1,61.333333333333336,65.8,65.42857142857143,59.8,-3.57,36.36
Dan Butler,St Kilda,Gold Coast Suns,-26,Round 18,56,50,57,60,67,75,70,73,56,39,44,0,55.666666666666664,61.8,64.57142857142857,59.1875,1.16,51.43
Dan Butler,St Kilda,North Melbourne,8,Round 19,27,56,50,57,60,67,75,70,73,56,39,1,54.333333333333336,58,62.142857142857146,59,9.58,75.68
Dan Butler,St Kilda,Hawthorn,29,Round 20,86,27,56,50,57,60,67,75,70,73,56,0,44.333333333333336,50,56,57.22222222222222,0.91,54.55
Dan Houston,Port Adelaide,Richmond,10,Round 11,78,115,84,99,117,77,106,64,85,73,58,0,99.33333333333333,98.4,94.57142857142857,87.8,3.92,53.33
Dan Houston,Port Adelaide,Hawthorn,55,Round 12,84,78,115,84,99,117,77,106,64,85,73,1,92.33333333333333,98.6,96.57142857142857,86.9090909090909,1.93,61.76
Dan Houston,Port Adelaide,Western Bulldogs,22,Round 13,59,84,78,115,84,99,117,77,106,64,85,0,92.33333333333333,92,93.42857142857143,86.66666666666667,-6.93,45.83
Dan Houston,Port Adelaide,Geelong Cats,38,Round 14,108,59,84,78,115,84,99,117,77,106,64,1,73.66666666666667,84,90.85714285714286,84.53846153846153,5.18,60
Dan Houston,Port Adelaide,Essendon,4,Round 16,124,108,59,84,78,115,84,99,117,77,106,0,83.66666666666667,88.8,89.57142857142857,86.21428571428571,6.3,66.67
Dan Houston,Port Adelaide,Gold Coast Suns,33,Round 17,74,124,108,59,84,78,115,84,99,117,77,1,97,90.6,93.14285714285714,88.73333333333333,2.63,56
Dan Houston,Port Adelaide,Carlton,-50,Round 18,156,74,124,108,59,84,78,115,84,99,117,0,102,89.8,91.71428571428571,87.8125,-2.93,39.29
Dan Houston,Port Adelaide,Collingwood,-2,Round 19,106,156,74,124,108,59,84,78,115,84,99,1,118,104.2,97.57142857142857,91.82352941176471,-1.5,53.57
Dan Houston,Port Adelaide,Adelaide Crows,-47,Round 20,104,106,156,74,124,108,59,84,78,115,84,0,112,113.6,101.57142857142857,92.61111111111111,-8.72,20
Dane Rampe,Sydney Swans,Fremantle,29,Round 19,35,65,57,74,49,58,67,69,55,61,100,0,65.33333333333333,60.6,62.714285714285715,65.5,-5.64,32.35
Dane Rampe,Sydney Swans,Essendon,2,Round 20,42,35,65,57,74,49,58,67,69,55,61,0,52.333333333333336,56,57.857142857142854,62.72727272727273,3.15,51.61
Daniel Lloyd,GWS Giants,Fremantle,70,Round 14,66,74,74,50,55,52,45,58,60,41,44,1,66,61,58.285714285714285,55.3,-1.19,40.74
Daniel Lloyd,GWS Giants,Melbourne,2,Round 16,33,66,74,74,50,55,52,45,58,60,41,0,71.33333333333333,63.8,59.42857142857143,56.27272727272727,-5.19,43.33
Daniel Lloyd,GWS Giants,Hawthorn,13,Round 17,52,33,66,74,74,50,55,52,45,58,60,1,57.666666666666664,59.4,57.714285714285715,54.333333333333336,-0.84,47.22
Daniel Lloyd,GWS Giants,Adelaide Crows,14,Round 18,69,52,33,66,74,74,50,55,52,45,58,0,50.333333333333336,59.8,57.714285714285715,54.15384615384615,-7.3,27.78
Daniel Lloyd,GWS Giants,Gold Coast Suns,40,Round 19,68,69,52,33,66,74,74,50,55,52,45,1,51.333333333333336,58.8,59.714285714285715,55.214285714285715,-0.46,50
Daniel Lloyd,GWS Giants,Western Bulldogs,5,Round 20,47,68,69,52,33,66,74,74,50,55,52,0,63,57.6,62.285714285714285,56.06666666666667,-2.08,40.62
Daniel Rioli,Richmond,Port Adelaide,-10,Round 11,88,114,102,88,72,73,85,105,97,89,108,1,101.33333333333333,89.8,91.28571428571429,93.3,-1.89,48.39
Daniel Rioli,Richmond,GWS Giants,6,Round 12,76,88,114,102,88,72,73,85,105,97,89,0,101.33333333333333,92.8,88.85714285714286,92.81818181818181,-4.25,44.12
Daniel Rioli,Richmond,Fremantle,15,Round 13,80,76,88,114,102,88,72,73,85,105,97,0,92.66666666666667,93.6,87.57142857142857,91.41666666666667,-11.01,20.59
Daniel Rioli,Richmond,St Kilda,20,Round 14,70,80,76,88,114,102,88,72,73,85,105,1,81.33333333333333,92,88.57142857142857,90.53846153846153,8.59,60
Daniel Rioli,Richmond,Brisbane Lions,-81,Round 16,85,70,80,76,88,114,102,88,72,73,85,0,75.33333333333333,85.6,88.28571428571429,89.07142857142857,0.5,50
Daniel Rioli,Richmond,Sydney Swans,13,Round 17,64,85,70,80,76,88,114,102,88,72,73,1,78.33333333333333,79.8,87.85714285714286,88.8,-4.12,36.36
Daniel Rioli,Richmond,West Coast Eagles,38,Round 18,97,64,85,70,80,76,88,114,102,88,72,0,73,75,82.42857142857143,87.25,-7.94,28.57
Daniel Rioli,Richmond,Hawthorn,1,Round 19,83,97,64,85,70,80,76,88,114,102,88,1,82,79.2,80,87.82352941176471,0.57,47.5
Daniel Rioli,Richmond,Melbourne,-32,Round 20,78,83,97,64,85,70,80,76,88,114,102,1,81.33333333333333,79.8,79.28571428571429,87.55555555555556,-1.95,48.15
Darcy Byrne-Jones,Port Adelaide,Western Bulldogs,22,Round 13,59,46,57,97,66,62,101,61,75,58,79,0,66.66666666666667,65.6,70,70.2,-0.84,34.38
Darcy Byrne-Jones,Port Adelaide,Geelong Cats,38,Round 14,74,59,46,57,97,66,62,101,61,75,58,1,54,65,69.71428571428571,69.18181818181819,-0.67,52.94
Darcy Byrne-Jones,Port Adelaide,Essendon,4,Round 16,40,74,59,46,57,97,66,62,101,61,75,0,59.666666666666664,66.6,65.85714285714286,69.58333333333333,3.13,58.06
Darcy Byrne-Jones,Port Adelaide,Gold Coast Suns,33,Round 17,74,40,74,59,46,57,97,66,62,101,61,1,57.666666666666664,55.2,62.714285714285715,67.3076923076923,0.02,47.22
Darcy Byrne-Jones,Port Adelaide,Adelaide Crows,-47,Round 20,27,74,40,74,59,46,57,97,66,62,101,0,62.666666666666664,58.6,63.857142857142854,67.78571428571429,-3.45,36.11
Darcy Cameron,Collingwood,Port Adelaide,2,Round 19,99,77,58,106,96,109,79,57,52,109,75,0,80.33333333333333,89.2,83.14285714285714,81.8,21.4,90.91
Darcy Cameron,Collingwood,Carlton,-17,Round 20,98,99,77,58,106,96,109,79,57,52,109,1,78,87.2,89.14285714285714,83.36363636363636,-5.04,50
Darcy Fogarty,Adelaide Crows,West Coast Eagles,122,Round 13,72,72,49,34,50,49,32,73,109,77,57,1,51.666666666666664,50.8,51.285714285714285,60.2,8.73,60
Darcy Fogarty,Adelaide Crows,Collingwood,-2,Round 15,57,72,72,49,34,50,49,32,73,109,77,0,64.33333333333333,55.4,51.142857142857146,61.27272727272727,-0.32,45
