player_full_name,player_team,opposition_team,margin,round,fantasy_points,fantasy_lag_1,fantasy_lag_2,fantasy_lag_3,fantasy_lag_4,fantasy_lag_5,fantasy_lag_6,fantasy_lag_7,fantasy_lag_8,fantasy_lag_9,fantasy_lag_10,home_game,last_3_avg,last_5_avg,last_7_avg,season_avg,dvp,percentage_over_avg
Oliver Florent,Sydney Swans,Richmond,-13,Round 17,103,63,50,52,103,48,76,57,101,38,54,0,55,63.2,64.14285714285714,70.26666666666667,7.18,56.25
Oliver Florent,Sydney Swans,Western Bulldogs,2,Round 18,103,103,63,50,52,103,48,76,57,101,38,1,72,74.2,70.71428571428571,72.3125,9.33,72.41
Oliver Florent,Sydney Swans,Fremantle,29,Round 19,65,103,103,63,50,52,103,48,76,57,101,0,89.66666666666667,74.2,74.57142857142857,74.11764705882354,-5.64,32.35
Oliver Florent,Sydney Swans,Essendon,2,Round 20,60,65,103,103,63,50,52,103,48,76,57,0,90.33333333333333,76.8,77,73.61111111111111,5.96,66.67
Oliver Henry,Geelong Cats,Port Adelaide,-38,Round 14,51,47,62,39,40,69,50,78,54,50,77,0,49.333333333333336,51.4,55,56.6,-1.29,48.39
Oliver Henry,Geelong Cats,Melbourne,15,Round 15,36,51,47,62,39,40,69,50,78,54,50,1,53.333333333333336,47.8,51.142857142857146,56.09090909090909,-5.65,44.44
Oliver Henry,Geelong Cats,Sydney Swans,0,Round 16,40,36,51,47,62,39,40,69,50,78,54,0,44.666666666666664,47,49.142857142857146,54.416666666666664,-1.45,42.42
Oliver Henry,Geelong Cats,North Melbourne,62,Round 17,78,40,36,51,47,62,39,40,69,50,78,1,42.333333333333336,47.2,45,53.30769230769231,14.13,78.26
Oliver Henry,Geelong Cats,Essendon,77,Round 18,49,78,40,36,51,47,62,39,40,69,50,1,51.333333333333336,50.4,50.42857142857143,55.07142857142857,-5.05,34.38
Oliver Henry,Geelong Cats,Brisbane Lions,-11,Round 19,46,49,78,40,36,51,47,62,39,40,69,0,55.666666666666664,50.8,51.857142857142854,54.666666666666664,-7.1,34.62
Oliver Henry,Geelong Cats,Fremantle,-7,Round 20,58,46,49,78,40,36,51,47,62,39,40,1,57.666666666666664,49.8,49.57142857142857,54.125,0.1,46.43
Oliver Hollands,Carlton,West Coast Eagles,71,Round 19,61,40,59,86,66,75,49,54,56,77,44,1,61.666666666666664,65.2,61.285714285714285,60.6,-8,30
Oliver Hollands,Carlton,Collingwood,17,Round 20,53,61,40,59,86,66,75,49,54,56,77,0,53.333333333333336,62.4,62.285714285714285,60.63636363636363,-0.69,52
Ollie Wines,Port Adelaide,Richmond,10,Round 11,84,85,97,70,65,74,79,48,82,75,93,0,84,78.2,74,76.8,4.72,48.65
Ollie Wines,Port Adelaide,Hawthorn,55,Round 12,90,84,85,97,70,65,74,79,48,82,75,1,88.66666666666667,80.2,79.14285714285714,77.45454545454545,2.9,48.57
Ollie Wines,Port Adelaide,Western Bulldogs,22,Round 13,84,90,84,85,97,70,65,74,79,48,82,0,86.33333333333333,85.2,80.71428571428571,78.5,1.41,61.54
Ollie Wines,Port Adelaide,Geelong Cats,38,Round 14,98,84,90,84,85,97,70,65,74,79,48,1,86,88,82.14285714285714,78.92307692307692,-4.31,46.88
Ollie Wines,Port Adelaide,Essendon,4,Round 16,36,98,84,90,84,85,97,70,65,74,79,0,90.66666666666667,88.2,86.85714285714286,80.28571428571429,4.32,50
Ollie Wines,Port Adelaide,Gold Coast Suns,33,Round 17,87,36,98,84,90,84,85,97,70,65,74,1,72.66666666666667,78.4,82,77.33333333333333,-1.21,51.61
Ollie Wines,Port Adelaide,Carlton,-50,Round 18,92,87,36,98,84,90,84,85,97,70,65,0,73.66666666666667,79,80.57142857142857,77.9375,-0.9,52.94
Ollie Wines,Port Adelaide,Collingwood,-2,Round 19,36,92,87,36,98,84,90,84,85,97,70,1,71.66666666666667,79.4,81.57142857142857,78.76470588235294,-2.28,36.84
Ollie Wines,Port Adelaide,Adelaide Crows,-47,Round 20,77,36,92,87,36,98,84,90,84,85,97,0,71.66666666666667,69.8,74.71428571428571,76.38888888888889,-4.65,41.46
Oscar Allen,West Coast Eagles,Essendon,-50,Round 11,80,35,55,92,45,67,96,89,96,54,58,1,60.666666666666664,58.8,68.42857142857143,68.7,-2.21,43.75
Oscar Allen,West Coast Eagles,Collingwood,-63,Round 12,69,80,35,55,92,45,67,96,89,96,54,1,56.666666666666664,61.4,67.14285714285714,69.72727272727273,2.88,52
Oscar Allen,West Coast Eagles,Adelaide Crows,-122,Round 13,57,69,80,35,55,92,45,67,96,89,96,0,61.333333333333336,66.2,63.285714285714285,69.66666666666667,-9.23,33.33
Oscar Allen,West Coast Eagles,Sydney Swans,-171,Round 15,27,57,69,80,35,55,92,45,67,96,89,0,68.66666666666667,59.2,61.857142857142854,68.6923076923077,-0.02,40
Oscar Allen,West Coast Eagles,St Kilda,-8,Round 16,44,27,57,69,80,35,55,92,45,67,96,1,51,53.6,59.285714285714285,65.71428571428571,-0.65,51.85
Oscar Allen,West Coast Eagles,Brisbane Lions,-81,Round 17,40,44,27,57,69,80,35,55,92,45,67,0,42.666666666666664,55.4,52.42857142857143,64.26666666666667,-9.91,34.62
Oscar Allen,West Coast Eagles,Richmond,-38,Round 18,37,40,44,27,57,69,80,35,55,92,45,1,37,47.4,50.285714285714285,62.75,1.98,53.57
Oscar Allen,West Coast Eagles,Carlton,-71,Round 19,56,37,40,44,27,57,69,80,35,55,92,0,40.333333333333336,41,50.57142857142857,61.23529411764706,-3.97,35.71
Oscar Allen,West Coast Eagles,North Melbourne,5,Round 20,68,56,37,40,44,27,57,69,80,35,55,1,44.333333333333336,40.8,47.142857142857146,60.94444444444444,9.57,70.83
Oscar McInerney,Brisbane Lions,Adelaide Crows,-17,Round 11,103,82,88,85,71,85,50,95,81,69,80,0,85,82.2,79.42857142857143,78.6,-3.64,45.45
Oscar McInerney,Brisbane Lions,Hawthorn,-25,Round 13,52,103,82,88,85,71,85,50,95,81,69,0,91,85.8,80.57142857142857,80.81818181818181,-12.13,22.22
Oscar McInerney,Brisbane Lions,Sydney Swans,16,Round 14,134,52,103,82,88,85,71,85,50,95,81,1,79,82,80.85714285714286,78.41666666666667,2.46,62.5
Oscar McInerney,Brisbane Lions,St Kilda,28,Round 15,82,134,52,103,82,88,85,71,85,50,95,0,96.33333333333333,91.8,87.85714285714286,82.6923076923077,1.96,50
Oscar McInerney,Brisbane Lions,Richmond,81,Round 16,57,82,134,52,103,82,88,85,71,85,50,1,89.33333333333333,90.6,89.42857142857143,82.64285714285714,3.06,62.5
Oscar McInerney,Brisbane Lions,West Coast Eagles,81,Round 17,95,57,82,134,52,103,82,88,85,71,85,1,91,85.6,85.42857142857143,80.93333333333334,20.95,91.67
Oscar McInerney,Brisbane Lions,Melbourne,-1,Round 18,94,95,57,82,134,52,103,82,88,85,71,0,78,84,86.42857142857143,81.8125,-4.65,37.5
Oscar McInerney,Brisbane Lions,Geelong Cats,11,Round 19,71,94,95,57,82,134,52,103,82,88,85,1,82,92.4,88.14285714285714,82.52941176470588,-5.64,50
Oscar McInerney,Brisbane Lions,Gold Coast Suns,-41,Round 20,73,71,94,95,57,82,134,52,103,82,88,0,86.66666666666667,79.8,83.57142857142857,81.88888888888889,-5.81,25
Oskar Baker,Western Bulldogs,Gold Coast Suns,-7,Round 11,60,74,62,58,86,59,38,72,88,63,55,0,64.66666666666667,67.8,64.14285714285714,65.5,4.49,62.5
Oskar Baker,Western Bulldogs,Geelong Cats,-22,Round 12,97,60,74,62,58,86,59,38,72,88,63,1,65.33333333333333,68,62.42857142857143,65,1.67,52
Oskar Baker,Western Bulldogs,North Melbourne,21,Round 14,47,97,60,74,62,58,86,59,38,72,88,0,77,70.2,70.85714285714286,67.66666666666667,4.16,52.38
Oskar Baker,Western Bulldogs,Essendon,41,Round 19,52,47,97,60,74,62,58,86,59,38,72,0,68,68,69.14285714285714,66.07692307692308,3.84,58.62
Patrick Cripps,Carlton,Sydney Swans,-26,Round 11,68,89,73,70,116,126,81,94,111,101,84,0,77.33333333333333,94.8,92.71428571428571,94.5,-5.28,33.33
Patrick Cripps,Carlton,Melbourne,-17,Round 12,68,68,89,73,70,116,126,81,94,111,101,0,76.66666666666667,83.2,89,92.0909090909091,0.12,48.78
Patrick Cripps,Carlton,Essendon,-34,Round 13,45,68,68,89,73,70,116,126,81,94,111,1,75,73.6,87.14285714285714,90.08333333333333,1.61,38.24
Patrick Cripps,Carlton,Gold Coast Suns,59,Round 14,110,45,68,68,89,73,70,116,126,81,94,1,60.333333333333336,68.6,75.57142857142857,86.61538461538461,-3.73,42.86
Patrick Cripps,Carlton,Hawthorn,60,Round 16,91,110,45,68,68,89,73,70,116,126,81,0,74.33333333333333,76,74.71428571428571,88.28571428571429,4.82,54.84
Patrick Cripps,Carlton,Fremantle,53,Round 17,88,91,110,45,68,68,89,73,70,116,126,0,82,76.4,77.71428571428571,88.46666666666667,2.26,50
Patrick Cripps,Carlton,Port Adelaide,50,Round 18,100,88,91,110,45,68,68,89,73,70,116,1,96.33333333333333,80.4,79.85714285714286,88.4375,-8.19,35.14
Patrick Cripps,Carlton,Collingwood,17,Round 20,97,100,88,91,110,45,68,68,89,73,70,0,93,86.8,81.42857142857143,89.11764705882354,-3.15,36.84
Patrick Dangerfield,Geelong Cats,Essendon,77,Round 18,54,101,47,66,93,110,82,104,92,86,66,1,71.33333333333333,83.4,86.14285714285714,84.7,1.06,59.38
Patrick Dangerfield,Geelong Cats,Brisbane Lions,-11,Round 19,94,54,101,47,66,93,110,82,104,92,86,0,67.33333333333333,72.2,79,81.9090909090909,-0.13,55.88
Patrick Dangerfield,Geelong Cats,Fremantle,-7,Round 20,51,94,54,101,47,66,93,110,82,104,92,1,83,72.4,80.71428571428571,82.91666666666667,9.21,70.59
Paul Curtis,North Melbourne,Adelaide Crows,-66,Round 16,52,44,44,21,62,32,23,33,41,49,46,0,36.333333333333336,40.6,37,39.5,-4.11,32.14
Paul Curtis,North Melbourne,Geelong Cats,-62,Round 17,50,52,44,44,21,62,32,23,33,41,49,0,46.666666666666664,44.6,39.714285714285715,40.63636363636363,0.22,52.94
Paul Curtis,North Melbourne,Hawthorn,-48,Round 18,66,50,52,44,44,21,62,32,23,33,41,1,48.666666666666664,42.2,43.57142857142857,41.416666666666664,1.17,58.82
Paul Curtis,North Melbourne,St Kilda,-8,Round 19,41,66,50,52,44,44,21,62,32,23,33,0,56,51.2,48.42857142857143,43.30769230769231,-0.35,51.22
Paul Curtis,North Melbourne,West Coast Eagles,-5,Round 20,76,41,66,50,52,44,44,21,62,32,23,0,52.333333333333336,50.6,45.42857142857143,43.142857142857146,6.76,60
Reilly O'Brien,Adelaide Crows,Brisbane Lions,17,Round 11,104,114,76,106,92,71,89,65,90,98,91,1,98.66666666666667,91.8,87.57142857142857,89.2,-5.26,30
Reilly O'Brien,Adelaide Crows,Gold Coast Suns,-25,Round 12,70,104,114,76,106,92,71,89,65,90,98,0,98,98.4,93.14285714285714,90.54545454545455,-2.22,33.33
Reilly O'Brien,Adelaide Crows,West Coast Eagles,122,Round 13,94,70,104,114,76,106,92,71,89,65,90,1,96,94,90.42857142857143,88.83333333333333,16.59,83.33
Reilly O'Brien,Adelaide Crows,Collingwood,-2,Round 15,77,94,70,104,114,76,106,92,71,89,65,0,89.33333333333333,91.6,93.71428571428571,89.23076923076923,2.18,60
Reilly O'Brien,Adelaide Crows,North Melbourne,66,Round 16,133,77,94,70,104,114,76,106,92,71,89,1,80.33333333333333,91.8,91.57142857142857,88.35714285714286,-11.15,30
Reilly O'Brien,Adelaide Crows,Essendon,-18,Round 17,101,133,77,94,70,104,114,76,106,92,71,0,101.33333333333333,95.6,95.42857142857143,91.33333333333333,-6.87,44.44
Reilly O'Brien,Adelaide Crows,GWS Giants,-14,Round 18,80,101,133,77,94,70,104,114,76,106,92,1,103.66666666666667,95,99,91.9375,7.91,55.56
Reilly O'Brien,Adelaide Crows,Melbourne,-4,Round 19,69,80,101,133,77,94,70,104,114,76,106,0,104.66666666666667,97,94.14285714285714,91.23529411764706,2.31,57.14
Reilly O'Brien,Adelaide Crows,Port Adelaide,47,Round 20,94,69,80,101,133,77,94,70,104,114,76,1,83.33333333333333,92,89.14285714285714,90,19.98,88.89
Reuben Ginbey,West Coast Eagles,Essendon,-50,Round 11,67,24,96,60,50,62,43,48,82,71,92,1,60,58.4,54.714285714285715,62.8,4.81,58.82
Reuben Ginbey,West Coast Eagles,Collingwood,-63,Round 12,58,67,24,96,60,50,62,43,48,82,71,1,62.333333333333336,59.4,57.42857142857143,63.18181818181818,-4.34,25.71
Reuben Ginbey,West Coast Eagles,Adelaide Crows,-122,Round 13,71,58,67,24,96,60,50,62,43,48,82,0,49.666666666666664,61,59.57142857142857,62.75,-5.9,42.5
Reuben Ginbey,West Coast Eagles,Sydney Swans,-171,Round 15,59,71,58,67,24,96,60,50,62,43,48,0,65.33333333333333,63.2,60.857142857142854,63.38461538461539,-3.83,40.54
Reuben Ginbey,West Coast Eagles,St Kilda,-8,Round 16,53,59,71,58,67,24,96,60,50,62,43,1,62.666666666666664,55.8,62.142857142857146,63.07142857142857,3.83,48.78
Reuben Ginbey,West Coast Eagles,Brisbane Lions,-81,Round 17,34,53,59,71,58,67,24,96,60,50,62,0,61,61.6,61.142857142857146,62.4,-0,54.29
Rhyan Mansell,Richmond,Hawthorn,1,Round 19,49,58,34,58,60,56,24,66,75,47,32,1,50,53.2,50.857142857142854,51,14.57,72
Rhyan Mansell,Richmond,Melbourne,-32,Round 20,62,49,58,34,58,60,56,24,66,75,47,1,47,51.8,48.42857142857143,50.81818181818182,-5.45,41.38
Riley Thilthorpe,Adelaide Crows,West Coast Eagles,122,Round 13,70,55,67,40,21,66,51,43,92,74,41,1,54,49.8,49,55,8.73,60
Riley Thilthorpe,Adelaide Crows,Collingwood,-2,Round 15,58,70,55,67,40,21,66,51,43,92,74,0,64,50.6,52.857142857142854,56.36363636363637,-0.32,45
Riley Thilthorpe,Adelaide Crows,North Melbourne,66,Round 16,79,58,70,55,67,40,21,66,51,43,92,1,61,58,53.857142857142854,56.5,16.4,76
Riley Thilthorpe,Adelaide Crows,Essendon,-18,Round 17,43,79,58,70,55,67,40,21,66,51,43,0,69,65.8,55.714285714285715,58.23076923076923,-2.24,45.16
Riley Thilthorpe,Adelaide Crows,GWS Giants,-14,Round 18,52,43,79,58,70,55,67,40,21,66,51,1,60,61,58.857142857142854,57.142857142857146,0.3,53.33
Riley Thilthorpe,Adelaide Crows,Melbourne,-4,Round 19,44,52,43,79,58,70,55,67,40,21,66,0,58,60.4,60.57142857142857,56.8,-4.47,48
Riley Thilthorpe,Adelaide Crows,Port Adelaide,47,Round 20,53,44,52,43,79,58,70,55,67,40,21,1,46.333333333333336,55.2,57.285714285714285,56,0.16,48.28
Robbie Fox,Sydney Swans,Richmond,-13,Round 17,43,60,25,67,79,96,71,83,56,56,46,0,50.666666666666664,65.4,68.71428571428571,63.9,7.18,56.25
Robbie Fox,Sydney Swans,Western Bulldogs,2,Round 18,37,43,60,25,67,79,96,71,83,56,56,1,42.666666666666664,54.8,63,62,9.33,72.41
Robbie Fox,Sydney Swans,Fremantle,29,Round 19,46,37,43,60,25,67,79,96,71,83,56,0,46.666666666666664,46.4,58.142857142857146,59.916666666666664,-5.64,32.35
Robbie Fox,Sydney Swans,Essendon,2,Round 20,69,46,37,43,60,25,67,79,96,71,83,0,42,42.2,51,58.84615384615385,5.96,66.67
Rory Atkins,Gold Coast Suns,Brisbane Lions,41,Round 20,90,100,122,103,68,66,30,84,75,86,102,1,108.33333333333333,91.8,81.85714285714286,83.6,3.36,60
Rory Laird,Adelaide Crows,Brisbane Lions,17,Round 11,131,131,101,107,110,120,118,84,83,142,57,1,113,113.8,110.14285714285714,105.3,-2.12,45.71
Rory Laird,Adelaide Crows,Gold Coast Suns,-25,Round 12,81,131,131,101,107,110,120,118,84,83,142,0,121,116,116.85714285714286,107.63636363636364,2.53,54.55
Rory Laird,Adelaide Crows,West Coast Eagles,122,Round 13,124,81,131,131,101,107,110,120,118,84,83,1,114.33333333333333,110.2,111.57142857142857,105.41666666666667,6.71,60
Rory Laird,Adelaide Crows,Collingwood,-2,Round 15,111,124,81,131,131,101,107,110,120,118,84,0,112,113.6,112.14285714285714,106.84615384615384,-4.61,28.12
Rory Laird,Adelaide Crows,North Melbourne,66,Round 16,85,111,124,81,131,131,101,107,110,120,118,1,105.33333333333333,115.6,112.28571428571429,107.14285714285714,3.77,60.71
Rory Laird,Adelaide Crows,Essendon,-18,Round 17,116,85,111,124,81,131,131,101,107,110,120,0,106.66666666666667,106.4,109.14285714285714,105.66666666666667,2.24,50
Rory Laird,Adelaide Crows,GWS Giants,-14,Round 18,131,116,85,111,124,81,131,131,101,107,110,1,104,103.4,111.28571428571429,106.3125,1.25,56.76
Rory Laird,Adelaide Crows,Port Adelaide,47,Round 20,115,131,116,85,111,124,81,131,131,101,107,1,110.66666666666667,113.4,111.28571428571429,107.76470588235294,-9.78,32.43
Rory Lobb,Western Bulldogs,Geelong Cats,-22,Round 12,43,62,50,54,53,46,78,44,71,23,23,1,55.333333333333336,53,55.285714285714285,50.4,5.44,55.56
Rory Lobb,Western Bulldogs,Port Adelaide,-22,Round 13,57,43,62,50,54,53,46,78,44,71,23,1,51.666666666666664,52.4,55.142857142857146,49.72727272727273,-3.61,41.18
Rory Lobb,Western Bulldogs,North Melbourne,21,Round 14,59,57,43,62,50,54,53,46,78,44,71,0,54,53.2,52.142857142857146,50.333333333333336,14.35,76.19
Rory Lobb,Western Bulldogs,Fremantle,29,Round 16,60,59,57,43,62,50,54,53,46,78,44,1,53,54.2,54,51,-2.81,44
Rory Lobb,Western Bulldogs,Collingwood,-12,Round 17,38,60,59,57,43,62,50,54,53,46,78,1,58.666666666666664,56.2,55,51.642857142857146,-1.85,40
Rory Lobb,Western Bulldogs,GWS Giants,-5,Round 20,61,38,60,59,57,43,62,50,54,53,46,1,52.333333333333336,51.4,52.714285714285715,50.733333333333334,-0.65,48.65
Rory Sloane,Adelaide Crows,Brisbane Lions,17,Round 11,75,78,97,89,85,111,82,83,60,50,68,1,88,92,89.28571428571429,80.3,-2.12,45.71
Rory Sloane,Adelaide Crows,Gold Coast Suns,-25,Round 12,58,75,78,97,89,85,111,82,83,60,50,0,83.33333333333333,84.8,88.14285714285714,79.81818181818181,2.53,54.55
Rory Sloane,Adelaide Crows,West Coast Eagles,122,Round 13,94,58,75,78,97,89,85,111,82,83,60,1,70.33333333333333,79.4,84.71428571428571,78,6.71,60
Rory Sloane,Adelaide Crows,Collingwood,-2,Round 15,55,94,58,75,78,97,89,85,111,82,83,0,75.66666666666667,80.4,82.28571428571429,79.23076923076923,-4.61,28.12
Rory Sloane,Adelaide Crows,North Melbourne,66,Round 16,112,55,94,58,75,78,97,89,85,111,82,1,69,72,78,77.5,3.77,60.71
Rory Sloane,Adelaide Crows,Essendon,-18,Round 17,74,112,55,94,58,75,78,97,89,85,111,0,87,78.8,81.28571428571429,79.8,2.24,50
Rory Sloane,Adelaide Crows,GWS Giants,-14,Round 18,57,74,112,55,94,58,75,78,97,89,85,1,80.33333333333333,78.6,78,79.4375,1.25,56.76
Rory Sloane,Adelaide Crows,Melbourne,-4,Round 19,82,57,74,112,55,94,58,75,78,97,89,0,81,78.4,75,78.11764705882354,-2.19,45.95
Rowan Marshall,St Kilda,Hawthorn,-10,Round 11,96,110,116,83,159,100,134,107,100,116,72,1,103,113.6,115.57142857142857,109.7,-7.52,40
Rowan Marshall,St Kilda,Sydney Swans,14,Round 13,129,96,110,116,83,159,100,134,107,100,116,0,107.33333333333333,112.8,114,108.45454545454545,-0.74,37.5
Rowan Marshall,St Kilda,Richmond,-20,Round 14,103,129,96,110,116,83,159,100,134,107,100,0,111.66666666666667,106.8,113.28571428571429,110.16666666666667,5.83,75
Rowan Marshall,St Kilda,Brisbane Lions,-28,Round 15,105,103,129,96,110,116,83,159,100,134,107,1,109.33333333333333,110.8,113.71428571428571,109.61538461538461,-4.74,36.36
Rowan Marshall,St Kilda,West Coast Eagles,8,Round 16,130,105,103,129,96,110,116,83,159,100,134,0,112.33333333333333,108.6,106,109.28571428571429,22.77,90.91
Rowan Marshall,St Kilda,Melbourne,-21,Round 17,148,130,105,103,129,96,110,116,83,159,100,1,112.66666666666667,112.6,112.71428571428571,110.66666666666667,-6.97,28.57
Rowan Marshall,St Kilda,Gold Coast Suns,-26,Round 18,99,148,130,105,103,129,96,110,116,83,159,0,127.66666666666667,123,117.28571428571429,113,-6.43,37.5
Rowan Marshall,St Kilda,North Melbourne,8,Round 19,123,99,148,130,105,103,129,96,110,116,83,1,125.66666666666667,117,115.71428571428571,112.17647058823529,-13.93,20
Rowan Marshall,St Kilda,Hawthorn,29,Round 20,114,123,99,148,130,105,103,129,96,110,116,0,123.33333333333333,121,119.57142857142857,112.77777777777777,-12.59,20
Ryan Angwin,GWS Giants,Western Bulldogs,5,Round 20,49,65,64,43,39,51,32,42,24,45,54,0,57.333333333333336,52.4,48,45.9,-2.08,40.62
Ryan Burton,Port Adelaide,Geelong Cats,38,Round 14,51,57,31,57,51,76,75,75,69,37,95,1,48.333333333333336,54.4,60.285714285714285,62.3,-5.63,33.33
Ryan Burton,Port Adelaide,Essendon,4,Round 16,69,51,57,31,57,51,76,75,75,69,37,0,46.333333333333336,49.4,56.857142857142854,61.27272727272727,-7.41,36.36
Ryan Burton,Port Adelaide,Gold Coast Suns,33,Round 17,72,69,51,57,31,57,51,76,75,75,69,1,59,53,56,61.916666666666664,-3,40
Ryan Burton,Port Adelaide,Collingwood,-2,Round 19,92,72,69,51,57,31,57,51,76,75,75,1,64,56,55.42857142857143,62.69230769230769,6.96,70
Ryan Burton,Port Adelaide,Adelaide Crows,-47,Round 20,56,92,72,69,51,57,31,57,51,76,75,0,77.66666666666667,68.2,61.285714285714285,64.78571428571429,-8.72,20
Ryan Byrnes,St Kilda,Hawthorn,-10,Round 11,76,63,55,86,70,59,86,77,98,36,94,1,68,66.6,70.85714285714286,72.4,0.5,44.44
Ryan Byrnes,St Kilda,Sydney Swans,14,Round 13,66,76,63,55,86,70,59,86,77,98,36,0,64.66666666666667,70,70.71428571428571,72.72727272727273,-0.43,43.75
Ryan Byrnes,St Kilda,Richmond,-20,Round 14,34,66,76,63,55,86,70,59,86,77,98,0,68.33333333333333,69.2,67.85714285714286,72.16666666666667,2.13,60.71
Ryan Byrnes,St Kilda,Brisbane Lions,-28,Round 15,40,34,66,76,63,55,86,70,59,86,77,1,58.666666666666664,58.8,64.28571428571429,69.23076923076923,1.12,53.12
Ryan Byrnes,St Kilda,West Coast Eagles,8,Round 16,41,40,34,66,76,63,55,86,70,59,86,0,46.666666666666664,55.8,60,67.14285714285714,7.27,60.71
Ryan Byrnes,St Kilda,Melbourne,-21,Round 17,45,41,40,34,66,76,63,55,86,70,59,1,38.333333333333336,51.4,53.57142857142857,65.4,-3.57,36.36
Ryan Byrnes,St Kilda,Gold Coast Suns,-26,Round 18,48,45,41,40,34,66,76,63,55,86,70,0,42,45.2,52.142857142857146,64.125,1.16,51.43
Ryan Byrnes,St Kilda,Hawthorn,29,Round 20,61,48,45,41,40,34,66,76,63,55,86,0,44.666666666666664,41.6,50,63.1764705882353,0.91,54.55
Ryan Lester,Brisbane Lions,Geelong Cats,11,Round 19,52,57,41,52,83,49,51,64,77,53,58,1,50,56.4,56.714285714285715,58.5,-4.5,34.38
Ryan Lester,Brisbane Lions,Gold Coast Suns,-41,Round 20,105,52,57,41,52,83,49,51,64,77,53,0,50,57,55,57.90909090909091,-4.52,40
Sam Collins,Gold Coast Suns,Western Bulldogs,7,Round 11,57,59,33,39,81,61,38,86,73,91,43,1,43.666666666666664,54.6,56.714285714285715,60.4,5.85,63.89
Sam Collins,Gold Coast Suns,Adelaide Crows,25,Round 12,64,57,59,33,39,81,61,38,86,73,91,1,49.666666666666664,53.8,52.57142857142857,60.09090909090909,-2.55,36.67
Sam Collins,Gold Coast Suns,Carlton,-59,Round 14,32,64,57,59,33,39,81,61,38,86,73,0,60,50.4,56.285714285714285,60.416666666666664,1.3,48.39
Sam Collins,Gold Coast Suns,Hawthorn,67,Round 15,58,32,64,57,59,33,39,81,61,38,86,1,51,49,52.142857142857146,58.23076923076923,1.8,48.72
Sam Collins,Gold Coast Suns,Collingwood,-78,Round 16,56,58,32,64,57,59,33,39,81,61,38,1,51.333333333333336,54,48.857142857142854,58.214285714285715,-2.15,38.24
Sam Collins,Gold Coast Suns,Port Adelaide,-33,Round 17,41,56,58,32,64,57,59,33,39,81,61,0,48.666666666666664,53.4,51.285714285714285,58.06666666666667,0.62,38.46
Sam Collins,Gold Coast Suns,St Kilda,26,Round 18,50,41,56,58,32,64,57,59,33,39,81,1,51.666666666666664,50.2,52.42857142857143,57,16,75
Sam Collins,Gold Coast Suns,GWS Giants,-40,Round 19,84,50,41,56,58,32,64,57,59,33,39,0,49,47.4,51.142857142857146,56.588235294117645,-8.22,44.44
Sam Collins,Gold Coast Suns,Brisbane Lions,41,Round 20,44,84,50,41,56,58,32,64,57,59,33,1,58.333333333333336,57.8,55,58.111111111111114,-11.8,30
Sam De Koning,Geelong Cats,Sydney Swans,0,Round 16,52,59,34,36,41,59,52,46,35,39,16,0,43,45.8,46.714285714285715,41.7,0.82,53.33
Sam De Koning,Geelong Cats,North Melbourne,62,Round 17,47,52,59,34,36,41,59,52,46,35,39,1,48.333333333333336,44.4,47.57142857142857,42.63636363636363,11.03,69.7
Sam De Koning,Geelong Cats,Essendon,77,Round 18,30,47,52,59,34,36,41,59,52,46,35,1,52.666666666666664,45.6,46.857142857142854,43,-9.52,30.77
Sam De Koning,Geelong Cats,Brisbane Lions,-11,Round 19,59,30,47,52,59,34,36,41,59,52,46,0,43,44.4,42.714285714285715,42,6.13,53.85
Sam De Koning,Geelong Cats,Fremantle,-7,Round 20,75,59,30,47,52,59,34,36,41,59,52,1,45.333333333333336,49.4,45.285714285714285,43.214285714285715,-7.06,34.38
Sam Docherty,Carlton,Essendon,-34,Round 13,95,87,108,124,112,129,94,74,136,79,110,1,106.33333333333333,112,104,105.3,5.2,60.71
Sam Docherty,Carlton,Gold Coast Suns,59,Round 14,124,95,87,108,124,112,129,94,74,136,79,1,96.66666666666667,105.2,107,104.36363636363636,2.31,63.64
Sam Docherty,Carlton,Hawthorn,60,Round 16,113,124,95,87,108,124,112,129,94,74,136,0,102,107.6,111.28571428571429,106,3.9,60.71
Sam Docherty,Carlton,Fremantle,53,Round 17,115,113,124,95,87,108,124,112,129,94,74,0,110.66666666666667,105.4,109,106.53846153846153,0.48,50
Sam Docherty,Carlton,Port Adelaide,50,Round 18,88,115,113,124,95,87,108,124,112,129,94,1,117.33333333333333,106.8,109.42857142857143,107.14285714285714,-1.72,40.91
Sam Docherty,Carlton,West Coast Eagles,71,Round 19,130,88,115,113,124,95,87,108,124,112,129,1,105.33333333333333,107,104.28571428571429,105.86666666666666,-8,30
Sam Docherty,Carlton,Collingwood,17,Round 20,87,130,88,115,113,124,95,87,108,124,112,0,111,114,107.42857142857143,107.375,-0.69,52
Sam Draper,Essendon,West Coast Eagles,50,Round 11,62,71,54,84,41,79,82,103,76,65,47,0,69.66666666666667,65.8,73.42857142857143,70.2,20.07,81.82
Sam Draper,Essendon,North Melbourne,6,Round 12,71,62,71,54,84,41,79,82,103,76,65,1,62.333333333333336,62.4,67.57142857142857,69.45454545454545,-13.9,10
Sam Draper,Essendon,Carlton,34,Round 13,41,71,62,71,54,84,41,79,82,103,76,0,68,68.4,66,69.58333333333333,-7.93,40
Sam Durham,Essendon,North Melbourne,6,Round 12,51,23,96,49,70,32,67,46,70,71,89,1,56,54,54.714285714285715,61.3,7.02,65
